month,entity,division,account,journal_id,journal_type,debit,credit,component,movement,evidence_basis,customer,product,counterparty,description,cash_flow_category
2026-08,JP01,Software,2100_AP,SERV-2026-08-01215-JP01,service_cost,0.0,1186.32,Payables,-1186.32,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                   2026-08
entity                                                     JP01
division                                               Software
customer                                                   C058
customer_segment                                           Core
product                                            SW-SEC-KMS-P
product_family                                         Security
product_subfamily                                    Protection
product_type                                     Key Management
quality_tier                                       Professional
generation                                                   G2
strategic_role                                             Core
quantity                                                    3.0
unit_price                                            2147.3565
revenue                                                 6380.23
variable_production_cost                                1186.32
variable_selling_cost                                    223.31
fixed_production_cost                                    287.11
marginal_contribution                                    4970.6
gross_profit                                            4683.49
opex                                                1092.286486
ebit_before_dep                                     3591.203514
source_factory                                                 
management_action_count                                       0
management_action_price_uplift_pct                          0.0
management_action_volume_uplift_pct                         0.0
management_action_variable_cost_reduction_pct               0.0
management_action_opex_reduction_pct                        0.0
management_action_revenue_impact                            0.0
management_action_gross_profit_impact                       0.0
management_action_opex_impact                               0.0
management_action_ebit_impact                               0.0
personnel_cost_allocated                             741.376486
workforce_opening_fte_allocated                        0.067877
workforce_hires_allocated                              0.001382
workforce_attrition_allocated                          0.000622
workforce_ending_fte_allocated                         0.068637
workforce_average_fte_allocated                        0.068257
non_people_opex_before_actions                           350.91
non_people_opex                                          350.91
Name: 1215, dtype: object>",EXTERNAL,Direct service delivery accrual,
2026-08,JP01,Software,2100_AP,FIX-2026-08-01215-JP01,fixed_production,0.0,287.11,Payables,-287.11,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                   2026-08
entity                                                     JP01
division                                               Software
customer                                                   C058
customer_segment                                           Core
product                                            SW-SEC-KMS-P
product_family                                         Security
product_subfamily                                    Protection
product_type                                     Key Management
quality_tier                                       Professional
generation                                                   G2
strategic_role                                             Core
quantity                                                    3.0
unit_price                                            2147.3565
revenue                                                 6380.23
variable_production_cost                                1186.32
variable_selling_cost                                    223.31
fixed_production_cost                                    287.11
marginal_contribution                                    4970.6
gross_profit                                            4683.49
opex                                                1092.286486
ebit_before_dep                                     3591.203514
source_factory                                                 
management_action_count                                       0
management_action_price_uplift_pct                          0.0
management_action_volume_uplift_pct                         0.0
management_action_variable_cost_reduction_pct               0.0
management_action_opex_reduction_pct                        0.0
management_action_revenue_impact                            0.0
management_action_gross_profit_impact                       0.0
management_action_opex_impact                               0.0
management_action_ebit_impact                               0.0
personnel_cost_allocated                             741.376486
workforce_opening_fte_allocated                        0.067877
workforce_hires_allocated                              0.001382
workforce_attrition_allocated                          0.000622
workforce_ending_fte_allocated                         0.068637
workforce_average_fte_allocated                        0.068257
non_people_opex_before_actions                           350.91
non_people_opex                                          350.91
Name: 1215, dtype: object>",EXTERNAL,Fixed delivery capacity accrual,
2026-08,JP01,Software,2100_AP,VARSELL-2026-08-01215-JP01,variable_selling,0.0,223.31,Payables,-223.31,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                   2026-08
entity                                                     JP01
division                                               Software
customer                                                   C058
customer_segment                                           Core
product                                            SW-SEC-KMS-P
product_family                                         Security
product_subfamily                                    Protection
product_type                                     Key Management
quality_tier                                       Professional
generation                                                   G2
strategic_role                                             Core
quantity                                                    3.0
unit_price                                            2147.3565
revenue                                                 6380.23
variable_production_cost                                1186.32
variable_selling_cost                                    223.31
fixed_production_cost                                    287.11
marginal_contribution                                    4970.6
gross_profit                                            4683.49
opex                                                1092.286486
ebit_before_dep                                     3591.203514
source_factory                                                 
management_action_count                                       0
management_action_price_uplift_pct                          0.0
management_action_volume_uplift_pct                         0.0
management_action_variable_cost_reduction_pct               0.0
management_action_opex_reduction_pct                        0.0
management_action_revenue_impact                            0.0
management_action_gross_profit_impact                       0.0
management_action_opex_impact                               0.0
management_action_ebit_impact                               0.0
personnel_cost_allocated                             741.376486
workforce_opening_fte_allocated                        0.067877
workforce_hires_allocated                              0.001382
workforce_attrition_allocated                          0.000622
workforce_ending_fte_allocated                         0.068637
workforce_average_fte_allocated                        0.068257
non_people_opex_before_actions                           350.91
non_people_opex                                          350.91
Name: 1215, dtype: object>",EXTERNAL,Variable selling accrual,
2026-08,JP01,Software,2100_AP,OPEX-2026-08-01215-JP01,opex,0.0,350.91,Payables,-350.91,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                   2026-08
entity                                                     JP01
division                                               Software
customer                                                   C058
customer_segment                                           Core
product                                            SW-SEC-KMS-P
product_family                                         Security
product_subfamily                                    Protection
product_type                                     Key Management
quality_tier                                       Professional
generation                                                   G2
strategic_role                                             Core
quantity                                                    3.0
unit_price                                            2147.3565
revenue                                                 6380.23
variable_production_cost                                1186.32
variable_selling_cost                                    223.31
fixed_production_cost                                    287.11
marginal_contribution                                    4970.6
gross_profit                                            4683.49
opex                                                1092.286486
ebit_before_dep                                     3591.203514
source_factory                                                 
management_action_count                                       0
management_action_price_uplift_pct                          0.0
management_action_volume_uplift_pct                         0.0
management_action_variable_cost_reduction_pct               0.0
management_action_opex_reduction_pct                        0.0
management_action_revenue_impact                            0.0
management_action_gross_profit_impact                       0.0
management_action_opex_impact                               0.0
management_action_ebit_impact                               0.0
personnel_cost_allocated                             741.376486
workforce_opening_fte_allocated                        0.067877
workforce_hires_allocated                              0.001382
workforce_attrition_allocated                          0.000622
workforce_ending_fte_allocated                         0.068637
workforce_average_fte_allocated                        0.068257
non_people_opex_before_actions                           350.91
non_people_opex                                          350.91
Name: 1215, dtype: object>",EXTERNAL,Non-people operating expense accrual,
2026-08,JP01,Software,1100_AR,SALE-2026-08-01216-JP01,sale,3147.59,0.0,Receivables,3147.59,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                   2026-08
entity                                                     JP01
division                                               Software
customer                                                   C058
customer_segment                                           Core
product                                            SW-SEC-KMS-X
product_family                                         Security
product_subfamily                                    Protection
product_type                                     Key Management
quality_tier                                            Premium
generation                                                   G2
strategic_role                                          Premium
quantity                                                    1.0
unit_price                                            3178.0987
revenue                                                 3147.59
variable_production_cost                                  714.0
variable_selling_cost                                    101.35
fixed_production_cost                                    155.81
marginal_contribution                                   2332.23
gross_profit                                            2176.43
opex                                                 538.866879
ebit_before_dep                                     1637.563121
source_factory                                                 
management_action_count                                       0
management_action_price_uplift_pct                          0.0
management_action_volume_uplift_pct                         0.0
management_action_variable_cost_reduction_pct               0.0
management_action_opex_reduction_pct                        0.0
management_action_revenue_impact                            0.0
management_action_gross_profit_impact                       0.0
management_action_opex_impact                               0.0
management_action_ebit_impact                               0.0
personnel_cost_allocated                             365.746879
workforce_opening_fte_allocated                        0.033486
workforce_hires_allocated                              0.000682
workforce_attrition_allocated                          0.000307
workforce_ending_fte_allocated                         0.033861
workforce_average_fte_allocated                        0.033674
non_people_opex_before_actions                           173.12
non_people_opex                                          173.12
Name: 1216, dtype: object>",EXTERNAL,External customer invoice,
2026-08,JP01,Software,2100_AP,SERV-2026-08-01216-JP01,service_cost,0.0,714.0,Payables,-714.0,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                   2026-08
entity                                                     JP01
division                                               Software
customer                                                   C058
customer_segment                                           Core
product                                            SW-SEC-KMS-X
product_family                                         Security
product_subfamily                                    Protection
product_type                                     Key Management
quality_tier                                            Premium
generation                                                   G2
strategic_role                                          Premium
quantity                                                    1.0
unit_price                                            3178.0987
revenue                                                 3147.59
variable_production_cost                                  714.0
variable_selling_cost                                    101.35
fixed_production_cost                                    155.81
marginal_contribution                                   2332.23
gross_profit                                            2176.43
opex                                                 538.866879
ebit_before_dep                                     1637.563121
source_factory                                                 
management_action_count                                       0
management_action_price_uplift_pct                          0.0
management_action_volume_uplift_pct                         0.0
management_action_variable_cost_reduction_pct               0.0
management_action_opex_reduction_pct                        0.0
management_action_revenue_impact                            0.0
management_action_gross_profit_impact                       0.0
management_action_opex_impact                               0.0
management_action_ebit_impact                               0.0
personnel_cost_allocated                             365.746879
workforce_opening_fte_allocated                        0.033486
workforce_hires_allocated                              0.000682
workforce_attrition_allocated                          0.000307
workforce_ending_fte_allocated                         0.033861
workforce_average_fte_allocated                        0.033674
non_people_opex_before_actions                           173.12
non_people_opex                                          173.12
Name: 1216, dtype: object>",EXTERNAL,Direct service delivery accrual,
2026-08,JP01,Software,2100_AP,FIX-2026-08-01216-JP01,fixed_production,0.0,155.81,Payables,-155.81,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                   2026-08
entity                                                     JP01
division                                               Software
customer                                                   C058
customer_segment                                           Core
product                                            SW-SEC-KMS-X
product_family                                         Security
product_subfamily                                    Protection
product_type                                     Key Management
quality_tier                                            Premium
generation                                                   G2
strategic_role                                          Premium
quantity                                                    1.0
unit_price                                            3178.0987
revenue                                                 3147.59
variable_production_cost                                  714.0
variable_selling_cost                                    101.35
fixed_production_cost                                    155.81
marginal_contribution                                   2332.23
gross_profit                                            2176.43
opex                                                 538.866879
ebit_before_dep                                     1637.563121
source_factory                                                 
management_action_count                                       0
management_action_price_uplift_pct                          0.0
management_action_volume_uplift_pct                         0.0
management_action_variable_cost_reduction_pct               0.0
management_action_opex_reduction_pct                        0.0
management_action_revenue_impact                            0.0
management_action_gross_profit_impact                       0.0
management_action_opex_impact                               0.0
management_action_ebit_impact                               0.0
personnel_cost_allocated                             365.746879
workforce_opening_fte_allocated                        0.033486
workforce_hires_allocated                              0.000682
workforce_attrition_allocated                          0.000307
workforce_ending_fte_allocated                         0.033861
workforce_average_fte_allocated                        0.033674
non_people_opex_before_actions                           173.12
non_people_opex                                          173.12
Name: 1216, dtype: object>",EXTERNAL,Fixed delivery capacity accrual,
2026-08,JP01,Software,2100_AP,VARSELL-2026-08-01216-JP01,variable_selling,0.0,101.35,Payables,-101.35,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                   2026-08
entity                                                     JP01
division                                               Software
customer                                                   C058
customer_segment                                           Core
product                                            SW-SEC-KMS-X
product_family                                         Security
product_subfamily                                    Protection
product_type                                     Key Management
quality_tier                                            Premium
generation                                                   G2
strategic_role                                          Premium
quantity                                                    1.0
unit_price                                            3178.0987
revenue                                                 3147.59
variable_production_cost                                  714.0
variable_selling_cost                                    101.35
fixed_production_cost                                    155.81
marginal_contribution                                   2332.23
gross_profit                                            2176.43
opex                                                 538.866879
ebit_before_dep                                     1637.563121
source_factory                                                 
management_action_count                                       0
management_action_price_uplift_pct                          0.0
management_action_volume_uplift_pct                         0.0
management_action_variable_cost_reduction_pct               0.0
management_action_opex_reduction_pct                        0.0
management_action_revenue_impact                            0.0
management_action_gross_profit_impact                       0.0
management_action_opex_impact                               0.0
management_action_ebit_impact                               0.0
personnel_cost_allocated                             365.746879
workforce_opening_fte_allocated                        0.033486
workforce_hires_allocated                              0.000682
workforce_attrition_allocated                          0.000307
workforce_ending_fte_allocated                         0.033861
workforce_average_fte_allocated                        0.033674
non_people_opex_before_actions                           173.12
non_people_opex                                          173.12
Name: 1216, dtype: object>",EXTERNAL,Variable selling accrual,
2026-08,JP01,Software,2100_AP,OPEX-2026-08-01216-JP01,opex,0.0,173.12,Payables,-173.12,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                   2026-08
entity                                                     JP01
division                                               Software
customer                                                   C058
customer_segment                                           Core
product                                            SW-SEC-KMS-X
product_family                                         Security
product_subfamily                                    Protection
product_type                                     Key Management
quality_tier                                            Premium
generation                                                   G2
strategic_role                                          Premium
quantity                                                    1.0
unit_price                                            3178.0987
revenue                                                 3147.59
variable_production_cost                                  714.0
variable_selling_cost                                    101.35
fixed_production_cost                                    155.81
marginal_contribution                                   2332.23
gross_profit                                            2176.43
opex                                                 538.866879
ebit_before_dep                                     1637.563121
source_factory                                                 
management_action_count                                       0
management_action_price_uplift_pct                          0.0
management_action_volume_uplift_pct                         0.0
management_action_variable_cost_reduction_pct               0.0
management_action_opex_reduction_pct                        0.0
management_action_revenue_impact                            0.0
management_action_gross_profit_impact                       0.0
management_action_opex_impact                               0.0
management_action_ebit_impact                               0.0
personnel_cost_allocated                             365.746879
workforce_opening_fte_allocated                        0.033486
workforce_hires_allocated                              0.000682
workforce_attrition_allocated                          0.000307
workforce_ending_fte_allocated                         0.033861
workforce_average_fte_allocated                        0.033674
non_people_opex_before_actions                           173.12
non_people_opex                                          173.12
Name: 1216, dtype: object>",EXTERNAL,Non-people operating expense accrual,
2026-08,JP01,Software,1100_AR,SALE-2026-08-01217-JP01,sale,5713.67,0.0,Receivables,5713.67,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                       2026-08
entity                                                         JP01
division                                                   Software
customer                                                       C058
customer_segment                                               Core
product                                            SW-SEC-CMP-E-NXT
product_family                                             Security
product_subfamily                                        Protection
product_type                                     Compliance Monitor
quality_tier                                              Essential
generation                                                       G3
strategic_role                                               Growth
quantity                                                        3.0
unit_price                                                1923.0167
revenue                                                     5713.67
variable_production_cost                                    1444.64
variable_selling_cost                                        215.98
fixed_production_cost                                        244.26
marginal_contribution                                       4053.05
gross_profit                                                3808.79
opex                                                     978.172866
ebit_before_dep                                         2830.617134
source_factory                                                     
management_action_count                                           0
management_action_price_uplift_pct                              0.0
management_action_volume_uplift_pct                             0.0
management_action_variable_cost_reduction_pct                   0.0
management_action_opex_reduction_pct                            0.0
management_action_revenue_impact                                0.0
management_action_gross_profit_impact                           0.0
management_action_opex_impact                                   0.0
management_action_ebit_impact                                   0.0
personnel_cost_allocated                                 663.922866
workforce_opening_fte_allocated                            0.060786
workforce_hires_allocated                                  0.001238
workforce_attrition_allocated                              0.000557
workforce_ending_fte_allocated                             0.061467
workforce_average_fte_allocated                            0.061126
non_people_opex_before_actions                               314.25
non_people_opex                                              314.25
Name: 1217, dtype: object>",EXTERNAL,External customer invoice,
2026-08,JP01,Software,2100_AP,SERV-2026-08-01217-JP01,service_cost,0.0,1444.64,Payables,-1444.64,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                       2026-08
entity                                                         JP01
division                                                   Software
customer                                                       C058
customer_segment                                               Core
product                                            SW-SEC-CMP-E-NXT
product_family                                             Security
product_subfamily                                        Protection
product_type                                     Compliance Monitor
quality_tier                                              Essential
generation                                                       G3
strategic_role                                               Growth
quantity                                                        3.0
unit_price                                                1923.0167
revenue                                                     5713.67
variable_production_cost                                    1444.64
variable_selling_cost                                        215.98
fixed_production_cost                                        244.26
marginal_contribution                                       4053.05
gross_profit                                                3808.79
opex                                                     978.172866
ebit_before_dep                                         2830.617134
source_factory                                                     
management_action_count                                           0
management_action_price_uplift_pct                              0.0
management_action_volume_uplift_pct                             0.0
management_action_variable_cost_reduction_pct                   0.0
management_action_opex_reduction_pct                            0.0
management_action_revenue_impact                                0.0
management_action_gross_profit_impact                           0.0
management_action_opex_impact                                   0.0
management_action_ebit_impact                                   0.0
personnel_cost_allocated                                 663.922866
workforce_opening_fte_allocated                            0.060786
workforce_hires_allocated                                  0.001238
workforce_attrition_allocated                              0.000557
workforce_ending_fte_allocated                             0.061467
workforce_average_fte_allocated                            0.061126
non_people_opex_before_actions                               314.25
non_people_opex                                              314.25
Name: 1217, dtype: object>",EXTERNAL,Direct service delivery accrual,
2026-08,JP01,Software,2100_AP,FIX-2026-08-01217-JP01,fixed_production,0.0,244.26,Payables,-244.26,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                       2026-08
entity                                                         JP01
division                                                   Software
customer                                                       C058
customer_segment                                               Core
product                                            SW-SEC-CMP-E-NXT
product_family                                             Security
product_subfamily                                        Protection
product_type                                     Compliance Monitor
quality_tier                                              Essential
generation                                                       G3
strategic_role                                               Growth
quantity                                                        3.0
unit_price                                                1923.0167
revenue                                                     5713.67
variable_production_cost                                    1444.64
variable_selling_cost                                        215.98
fixed_production_cost                                        244.26
marginal_contribution                                       4053.05
gross_profit                                                3808.79
opex                                                     978.172866
ebit_before_dep                                         2830.617134
source_factory                                                     
management_action_count                                           0
management_action_price_uplift_pct                              0.0
management_action_volume_uplift_pct                             0.0
management_action_variable_cost_reduction_pct                   0.0
management_action_opex_reduction_pct                            0.0
management_action_revenue_impact                                0.0
management_action_gross_profit_impact                           0.0
management_action_opex_impact                                   0.0
management_action_ebit_impact                                   0.0
personnel_cost_allocated                                 663.922866
workforce_opening_fte_allocated                            0.060786
workforce_hires_allocated                                  0.001238
workforce_attrition_allocated                              0.000557
workforce_ending_fte_allocated                             0.061467
workforce_average_fte_allocated                            0.061126
non_people_opex_before_actions                               314.25
non_people_opex                                              314.25
Name: 1217, dtype: object>",EXTERNAL,Fixed delivery capacity accrual,
2026-08,JP01,Software,2100_AP,VARSELL-2026-08-01217-JP01,variable_selling,0.0,215.98,Payables,-215.98,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                       2026-08
entity                                                         JP01
division                                                   Software
customer                                                       C058
customer_segment                                               Core
product                                            SW-SEC-CMP-E-NXT
product_family                                             Security
product_subfamily                                        Protection
product_type                                     Compliance Monitor
quality_tier                                              Essential
generation                                                       G3
strategic_role                                               Growth
quantity                                                        3.0
unit_price                                                1923.0167
revenue                                                     5713.67
variable_production_cost                                    1444.64
variable_selling_cost                                        215.98
fixed_production_cost                                        244.26
marginal_contribution                                       4053.05
gross_profit                                                3808.79
opex                                                     978.172866
ebit_before_dep                                         2830.617134
source_factory                                                     
management_action_count                                           0
management_action_price_uplift_pct                              0.0
management_action_volume_uplift_pct                             0.0
management_action_variable_cost_reduction_pct                   0.0
management_action_opex_reduction_pct                            0.0
management_action_revenue_impact                                0.0
management_action_gross_profit_impact                           0.0
management_action_opex_impact                                   0.0
management_action_ebit_impact                                   0.0
personnel_cost_allocated                                 663.922866
workforce_opening_fte_allocated                            0.060786
workforce_hires_allocated                                  0.001238
workforce_attrition_allocated                              0.000557
workforce_ending_fte_allocated                             0.061467
workforce_average_fte_allocated                            0.061126
non_people_opex_before_actions                               314.25
non_people_opex                                              314.25
Name: 1217, dtype: object>",EXTERNAL,Variable selling accrual,
2026-08,JP01,Software,2100_AP,OPEX-2026-08-01217-JP01,opex,0.0,314.25,Payables,-314.25,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                       2026-08
entity                                                         JP01
division                                                   Software
customer                                                       C058
customer_segment                                               Core
product                                            SW-SEC-CMP-E-NXT
product_family                                             Security
product_subfamily                                        Protection
product_type                                     Compliance Monitor
quality_tier                                              Essential
generation                                                       G3
strategic_role                                               Growth
quantity                                                        3.0
unit_price                                                1923.0167
revenue                                                     5713.67
variable_production_cost                                    1444.64
variable_selling_cost                                        215.98
fixed_production_cost                                        244.26
marginal_contribution                                       4053.05
gross_profit                                                3808.79
opex                                                     978.172866
ebit_before_dep                                         2830.617134
source_factory                                                     
management_action_count                                           0
management_action_price_uplift_pct                              0.0
management_action_volume_uplift_pct                             0.0
management_action_variable_cost_reduction_pct                   0.0
management_action_opex_reduction_pct                            0.0
management_action_revenue_impact                                0.0
management_action_gross_profit_impact                           0.0
management_action_opex_impact                                   0.0
management_action_ebit_impact                                   0.0
personnel_cost_allocated                                 663.922866
workforce_opening_fte_allocated                            0.060786
workforce_hires_allocated                                  0.001238
workforce_attrition_allocated                              0.000557
workforce_ending_fte_allocated                             0.061467
workforce_average_fte_allocated                            0.061126
non_people_opex_before_actions                               314.25
non_people_opex                                              314.25
Name: 1217, dtype: object>",EXTERNAL,Non-people operating expense accrual,
2026-08,JP01,Software,1100_AR,SALE-2026-08-01218-JP01,sale,5159.74,0.0,Receivables,5159.74,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                          2026-08
entity                                                            JP01
division                                                      Software
customer                                                          C058
customer_segment                                                  Core
product                                                    SW-ANL-BI-E
product_family                                               Analytics
product_subfamily                                   Business Analytics
product_type                                     Business Intelligence
quality_tier                                                 Essential
generation                                                          G2
strategic_role                                                  Volume
quantity                                                           4.0
unit_price                                                   1302.4379
revenue                                                        5159.74
variable_production_cost                                        751.37
variable_selling_cost                                           195.04
fixed_production_cost                                           220.58
marginal_contribution                                          4213.33
gross_profit                                                   3992.75
opex                                                        883.346741
ebit_before_dep                                            3109.403259
source_factory                                                        
management_action_count                                              0
management_action_price_uplift_pct                                 0.0
management_action_volume_uplift_pct                                0.0
management_action_variable_cost_reduction_pct                      0.0
management_action_opex_reduction_pct                               0.0
management_action_revenue_impact                                   0.0
management_action_gross_profit_impact                              0.0
management_action_opex_impact                                      0.0
management_action_ebit_impact                                      0.0
personnel_cost_allocated                                    599.556741
workforce_opening_fte_allocated                               0.054892
workforce_hires_allocated                                     0.001118
workforce_attrition_allocated                                 0.000503
workforce_ending_fte_allocated                                0.055507
workforce_average_fte_allocated                                 0.0552
non_people_opex_before_actions                                  283.79
non_people_opex                                                 283.79
Name: 1218, dtype: object>",EXTERNAL,External customer invoice,
2026-08,JP01,Software,2100_AP,SERV-2026-08-01218-JP01,service_cost,0.0,751.37,Payables,-751.37,Posted GL movement; not an invoice settlement allocation,C058,"<bound method Series.prod of month                                                          2026-08
entity                                                            JP01
division                                                      Software
customer                                                          C058
customer_segment                                                  Core
product                                                    SW-ANL-BI-E
product_family                                               Analytics
product_subfamily                                   Business Analytics
product_type                                     Business Intelligence
quality_tier                                                 Essential
generation                                                          G2
strategic_role                                                  Volume
quantity                                                           4.0
unit_price                                                   1302.4379
revenue                                                        5159.74
variable_production_cost                                        751.37
variable_selling_cost                                           195.04
fixed_production_cost                                           220.58
marginal_contribution                                          4213.33
gross_profit                                                   3992.75
opex                                                        883.346741
ebit_before_dep                                            3109.403259
source_factory                                                        
management_action_count                                              0
management_action_price_uplift_pct                                 0.0
management_action_volume_uplift_pct                                0.0
management_action_variable_cost_reduction_pct                      0.0
management_action_opex_reduction_pct                               0.0
management_action_revenue_impact                                   0.0
management_action_gross_profit_impact                              0.0
management_action_opex_impact                                      0.0
management_action_ebit_impact                                      0.0
personnel_cost_allocated                                    599.556741
workforce_opening_fte_allocated                               0.054892
workforce_hires_allocated                                     0.001118
workforce_attrition_allocated                                 0.000503
workforce_ending_fte_allocated                                0.055507
workforce_average_fte_allocated                                 0.0552
non_people_opex_before_actions                                  283.79
non_people_opex                                                 283.79
Name: 1218, dtype: object>",EXTERNAL,Direct service delivery accrual,
